LCT_ID,LCT_SKILL,DEMAND,VALUE,GROWTH,DIFFICULTY,RESILIENCE,DEMAND_CLUSTER,VALUE_CLUSTER,GROWTH_CLUSTER,DIFFICULTY_CLUSTER,RESILIENCE_CLUSTER,SKILL_CATEGORY,SKILL_SUBCATEGORY,SSG_SKILL,SSG_ID,MAJOR_CATEGORY
KS1219D66K4ND82B243C,business transformation,2684.25,102000.0,0.9143412588479464,0.5384490261237515,0.36237069940567995,1,1,0,1,1,Business,Business Strategy,['business innovation and improvement'],['2f10fe4c4b98b9b93b218eb55d4a4ac9c7e7ea0321e8e773bfb0c73998be7468'],Technical Professional Skills
ESF9555E9025E26E0C3B,business negotiation,2260.75,67800.0,1.157046364764327,0.49298724296707963,0.41777887456214313,1,1,1,1,1,Business,Business Strategy,['business negotiation'],['47bdf7819b28e15423dbe3ab2c1b43130742cf901d7446fdb4b8b7e7f64ff23b'],Technical Professional Skills
KS1219570C4LCP9ND4FH,business planning,15336.25,78000.0,1.032689567019145,0.453125915282455,0.5098504945811997,1,1,1,0,1,Business,Business Operations,['business planning'],['b749b5ef764db258b2ba75b29d384bf6946e69005f7d0c0ad8fa86ae6082eed2'],Technical Professional Skills
KS1218Y74WJ6YV4KH0DM,business process,35093.0,81000.0,0.9559799897991462,0.4853372432580572,0.4750344458839739,1,1,0,1,1,Business,Business Operations,['business process analysis'],['bb5636fe8117d1cab0cc20612e1217f006235d4770cd62a2784a96c305367a02'],Technical Professional Skills
KS1215M77JN57WSTPF3L,business process management,1209.75,84000.0,0.8044765049547148,0.5533271286488732,0.301115292601504,1,1,0,1,1,Business,Business Operations,['business process management'],['4e557d7a05d63c559a3408919485539f9c0b35f1a932a5a461e0ad12c1ee1f95'],Technical Professional Skills
KS121T569X502KJPS0F3,change management,30505.25,84000.0,0.9528529372644308,0.5218568269334029,0.5152076007156519,1,1,0,1,1,Business,Business Management,['change management'],['7be96c1162c0c7bc643053b3c7b9fe0e49092717ec73e1ddcb842c6b3b95a932'],Technical Professional Skills
KS1228S6XKXWJ8SR7JYX,conflict management,2278.25,60000.0,1.288045210692952,0.43721730746870785,0.3298578978756658,1,1,1,0,1,Business,People Management,['conflict management'],['d3df0b62b5e370177927470dc16e44900a48756ac37296e0016b320bb0521c68'],Technical Professional Skills
ESB86D2F388953738EC4,business law,82.75,54000.0,1.103692543087589,0.4281205177989266,0.11202624056594072,0,0,1,0,0,"Law, Regulation, and Compliance",Regulation and Legal Compliance,['corporate and business law'],['34b057ab3284c8daf6d72c8da1337647d5a942940c00414830a0a6f1466549a5'],Technical Professional Skills
ES37E984383FEE116599,disruptive innovation,67.0,120000.0,1.0099386345456631,0.5701401180544337,0.07387870935899808,0,1,1,1,0,Business,Business Strategy,['disruption management'],['ac955ea07555fdb76c26c1741c7c7629f02cb2ae7e64833dd1ce5edce96f9c04'],Technical Professional Skills
KS1219462WRQNHNTPZ7G,business partnering,5923.0,75000.0,1.034974517718254,0.5151014789249703,0.41062578402944866,1,1,1,1,1,Business,Business Strategy,"['finance business partnering', 'business relationship building', 'service partnerships']","['c619c2cbd9aa47cd0363296071fdcc79537d7268811b930f7dd1411393b5b7b2', '3544b5d5c1f879b16e66000c136ef4c86024a7fdd186c7b163f6568b4e6668c7', '0c0905aa03a160325bc8721681d5deefe9b3f1798680e52760432d1253e93338']",Technical Professional Skills
ES8F9C48DADDB3E32C77,financial law,140.0,99000.0,1.215695653981422,0.5582685532167456,0.2779251581768702,0,1,1,1,0,"Law, Regulation, and Compliance",Regulation and Legal Compliance,['financial crime laws and regulations'],['960b123529b3cc54a4e09bb2ce620f8fb05f76e952ccbfd27229df2251e50e11'],Technical Professional Skills
ESE2D5EA264FB06F5C4F,information gathering,6462.0,50400.0,1.0757092672582662,0.33654145860154655,0.5611457283676421,1,0,1,0,1,Public Safety and National Security,Intelligence Collection and Analysis,"['information gathering and analysis', 'information collection']","['bf97a250074eab2b089d61794edf4868c557383aba42f365c4372b90df768470', 'd861d3243414561d57b134baf8471396991ea332a436ba8130cfe97435fc325e']",Technical Professional Skills
ES81B4A6C64FEA919465,litigation support,309.75,51000.0,1.0546097913272432,0.4071304774054945,0.24013750933980435,0,0,1,0,0,"Law, Regulation, and Compliance",Legal Support,['litigation support'],['884b947daebb1b65eaada176645bda3488f4c35d888e717a752fda1cb2508cfb'],Technical Professional Skills
KS1262F6LB0H1YGFYV0T,macroeconomics,713.0,90000.0,0.848271277564286,0.5822385933189952,0.41173627819935427,1,1,0,1,1,"Economics, Policy, and Social Studies",Economics,['macroeconomic analysis'],['daf8a393cd8e0e66cd7975ff68c01a90e701f6999c8f150c403d9e70ac66450d'],Technical Professional Skills
ES6C29DABFE2921A7EA3,management reporting,27987.75,54000.0,1.137363778759457,0.3665624938867625,0.4101048114559127,1,0,1,0,1,Finance,Financial Reporting,['management decision making'],['26c9e60dba512cf50bf3dcbf76c8f17354df5f094570f3586600337932337cef'],Technical Professional Skills
ES8E36C07FC9A2BCEE10,sustainability reporting,1078.0,72000.0,1.4906469535114786,0.4920838953793539,0.12994152768352285,1,1,1,1,0,Business,Process Improvement and Optimization,"['non-financial reporting', 'impact indicators, measurement and reporting', 'sustainability reporting']","['6ed2412689c66a0dc036a1347dd89cff2cd0d3378bffe921b80ce17ddb844a51', '74d2e3495e2f55a9a1d2b13886c3ece189c3d730c01d0a1dae0fba224abbbfba', 'ba4e1270913f2e69c26696f4e8aa67a772f3669bb5f615f100268416086c6ae0']",Technical Professional Skills
KS123HX6YG0PPBXV3922,performance management,20272.25,64800.0,1.062809179691463,0.41297892925857393,0.5010488000493553,1,1,1,0,1,Business,Performance Management,"['performance management', 'cabin crew performance management', 'people and performance management', 'department performance management', 'workplace performance diagnosis']","['b4118417c7c95342098bca14f6c6ce78a98b44ca3bf7c778634ba9b7f52f8961', '9b70cc3983d9ddfa2f79662d9fd3f4ea1d2da6c003616846d9bb556aedf605f9', '1e57a176c16574086f08c167b6a54fd9cec8f3e46559e264584c14364132882a', 'f7d327ce21fe195c6485b0a3b0d001aa813445816916838026088dadc6d5f9c0', 'ef1aa11a19478f20f6f07689c2d2aa5fed24f48843d8313a9e938e131cf0246d']",Technical Professional Skills
KS123987840L8J17862K,evidence-based practice,290.0,57060.0,1.3480141418754428,0.39413231261064924,0.349713122339441,0,0,1,0,1,Health Care,Health Care Procedure and Regulation,"['professional scepticism and judgment', 'practitioner inquiry', 'research into professional practice translation']","['fe83a41d681b13b5fca540e72d551cfcf10151e87257941c342d349998184916', 'e6be59183bf8edb50b4712892d9cf7a835e77408f979320a11db23112d4c1b48', '7c54d8ea6bec24d196e615542ee9a8564789d7794414b0f79542d2a6f1ee5dca']",Services
ESD45EAB54A83A5255D6,ethical standards and conduct,29102.5,57300.0,1.0976740406764578,0.3653967246469936,0.7263625832013765,1,0,1,0,1,"Law, Regulation, and Compliance",Regulation and Legal Compliance,"['professional standards', 'ethical culture', 'ethical and professional integrity']","['bbb5084681637a748dfd543027f79106847beee2dfff68168e2104029f9f4484', 'c5e0703a3b9d75348c43df85462fa4bf1695a82ed7a143b6e0c52b6174888de8', '1aa52b5b13fe1afbaaa48bd1cbeb21522651e833267a5f5d38220ecdec26d9cf']",Technical Professional Skills
KSAJ9BHUP0ONIDN2ABOI,implement projects,1321.25,60000.0,1.4069894300229138,0.47063641341122703,0.26520588699008096,1,1,1,1,0,Business,Project Management,['project execution and control'],['3b5cd62c2e963d45ad91edd913b63c6b200d002216c6335ec8d1e7e22fd0b696'],Technical Professional Skills
KS123B265CFH0RN8JB93,feasibility studies,7948.0,64800.0,1.14798615520058,0.5054744297803094,0.4420143815849905,1,1,1,1,1,Business,Business Operations,['project feasibility assessment'],['56ee2681e2236fb9403c293ce0df9a271b36a0f57773201c3ea31939fbd987dc'],Technical Professional Skills
KS1267F6MSPN366LX7ST,project management,205641.25,61800.0,1.02170030873826,0.4371023683765889,0.6846367930025158,1,1,1,0,1,Business,Project Management,['project management'],['5a7c3011cba026a3ec113edc43b7dcbb8a6227cf735ac9a88e14ea9321a676a4'],Technical Professional Skills
KS440XG6F9DTD3VG7JTV,stakeholder management,33456.75,90000.0,1.0098196341090169,0.5209063516186155,0.5742420191800166,1,1,1,1,1,Business,Project Management,"['stakeholder management', 'business stakeholder management']","['0e7e59863b4d5fe6668569c84cda95a7a40fb8b1cf8b938acf90b58c47eb280b', 'e490bb07cdd6037947948ee6f815b6ac5b497f1abfe0f8e5833e7ef357ec047c']",Technical Professional Skills
KS4415S6Q3Q6JPVT2P33,systems thinking,1757.25,84000.0,1.1125506349251135,0.5708330283663386,0.33282949801550576,1,1,1,1,1,Physical and Inherent Abilities,Personal Attributes,['systems thinking application'],['9afef50106f0a6d5fddc273ca9c7bfacfb8da89b853e537652f3fb9fa241c6db'],Physical
KS12043750BK3KLG30B5,accounting systems,2200.5,43800.0,1.1850447654676772,0.3893038767164701,0.4606939903071681,1,0,1,0,1,Finance,General Accounting,['accounting and tax systems'],['4bf08c0d8ca7c4a02492f859c524107e81fd58422087dbce9c1f0ba4093df453'],Technical Professional Skills
ES87B682DC7D4241774A,cyber security policies,598.5,90000.0,1.221648079410305,0.5532148912186169,0.23951714068315955,1,1,1,1,0,Information Technology,Cybersecurity,['cybersecurity'],['64a1e1972b663b35a8c06b453ce018251efef00925fb414217f6087f179031b8'],STEM
ES288C478F1073B8C1A0,smart factory,418.5,63000.0,1.0620729271875442,0.507494683301362,0.19818550736559248,0,1,1,1,0,Manufacturing and Production,Manufacturing Processes,['big data analytics'],['b82974e8dd5683bce8776f6dd5f16b8950445ca4eee42e548277220644c911bd'],Skilled Trades
KS122P378DGNVX4NKQKN,data governance,6255.5,93000.0,0.9488478310245289,0.5343720084530726,0.37915835509764806,1,1,0,1,1,Information Technology,Data Management,['data governance'],['4dae64164cf1bcc46f80ac33767167362931ca0aa5215134134e05b1768e973b'],STEM
ES982FDA4CA23E7A3D3F,data storytelling,362.5,78000.0,0.9899477980504818,0.5154601610438326,0.121187817467662,0,1,0,1,0,Analysis,Data Visualization,"['data storytelling and visualisation', 'data visualisation and storyboarding']","['51f7f2846ed141defda0b9cc0645cb131bac6e7e8bf2da3dc69b0481ca86687a', '0dd6566ace51c849af30494fd61aec759df18d78ef73b7ded5e5d6a2c032278b']",STEM
KS122YG760DVCXPRHHJ6,digital forensics,897.5,99000.0,0.917572119500004,0.499725129245255,0.26976096955737894,1,1,0,1,0,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,"['digital forensics', 'cyber forensics']","['705dd3f93bc89e516e1a09434da81186c6351529d08b2ae0cb0d4931e0d4d323', 'a14807f4ca42fb9456c6246d01eec1cddd34c0b48e7bf528f6b2055b2b4dcf48']",Technical Professional Skills
ESC80C5E846C65F847EB,digital transformation,9329.75,88200.0,0.9187561365973148,0.555018655657041,0.42800296131778637,1,1,0,1,1,Information Technology,IT Management,['digital technology adoption and innovation'],['693528acafb25231023b3d0615a78217fb2796f3cffbc286ddae30a835f0b5a3'],STEM
ESC1166A9FAE0B23BDCA,emerging technologies,9737.75,84000.0,1.174258393048881,0.5370546967102223,0.4634565159273655,1,1,1,1,1,Business,Business Solutions,"['technology scanning', 'emerging technology synthesis']","['a970f6ec1a3b9a0f360f09d5b6e8126609dec3eae815b88677c4a0560953cd7b', 'cad3205d9875d5944e0016387a256e9d3980138750de404e84095dd27996c37d']",Technical Professional Skills
KS122J074GKGZX9XJWHJ,forensic sciences,1634.0,84000.0,0.8611989036414922,0.48942355643508084,0.3043165319678368,1,1,0,1,1,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,['evidence management'],['4a20c82f04332861968e2f25410172cc653c2c2120a11ff5d041cb72cfe79ed4'],Technical Professional Skills
KS1242176RW37JQVC0YW,forensic accounting,246.5,63600.0,0.9412873823190196,0.47908947989164097,0.2180750063407846,0,1,0,1,0,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,['forensic data analytics'],['c667fabc1c330d2cf347a0886766788c97674fd4385db6fb81c06f8d9fc39f59'],Technical Professional Skills
ES8112FBBD916F633942,it security,12998.5,72000.0,0.932961653489128,0.49852483016609117,0.4902043446370672,1,1,0,1,1,Information Technology,Cybersecurity,"['infocomm security and data privacy', 'information technology and network security']","['e91fa95e1e40f2e5985721d82a8d5be882c48c7d4f3a1ccbca3783740bce92af', 'c17ed1dabb10745244f920d7ba61f9b544f70f0472a5cbe8d834da075a12d99c']",STEM
KS1227F6831KK9NBB875,computer programming,1658.5,54000.0,1.2717716321193178,0.4264376743767646,0.35606761675612314,1,0,1,0,1,Information Technology,Computer Science,['programming and coding'],['4e5b60443945bac21b925d5156c149685ef41e1673d8bcb73aa243d870f83d0a'],STEM
KS124685Z7C03V020F5V,generally accepted accounting principles,7254.25,57000.0,1.057716946246522,0.4213192287159728,0.4825439913354035,1,0,1,0,1,Finance,General Accounting,['accounting standards'],['c5a7901a13ba28f43ef605fd91e55640ed5a6009a47043eb908239eff954dc12'],Technical Professional Skills
KS121CR6XWVT7K2QBLFW,capital expenditure,3310.0,72000.0,1.2003799356956384,0.4781736477058531,0.3198463130908069,1,1,1,1,1,Finance,Financial Management,['capital expenditure and investment evaluation'],['410c3bcef00ca88ccdb02564deddcee636a62257d83b41a60be7886dfb55332a'],Technical Professional Skills
KS4ZBSJ7KBTGBR13J4JF,raising capital,148.75,102900.0,0.7277372692304125,0.5557375879207683,0.22174923396466983,0,1,0,1,0,Marketing and Public Relations,Fundraising and Crowdsourcing,['capital raising'],['082b2b5900a03a0000b748729aa99b7d754556c9f9a436532df5ef3753ca41be'],Personal Professional Skills
ESDA73E01740F8D1E2E2,cash flow management,2921.5,50400.0,1.2295176659729004,0.44625251910800756,0.3238461485731521,1,0,1,0,1,Finance,Cash Management,['cash flow management'],['993e4046a0771dc2adfcdd93d628be0d1f2febf7083eb8361ee68fe9f434e85e'],Technical Professional Skills
KS7G7W168G2YJVRRDC36,claims and litigation management,459.0,90000.0,0.894240035239245,0.5455813766919445,0.2490214626990492,0,1,0,1,0,"Law, Regulation, and Compliance",Litigation and Civil Justice,['claims management'],['686315f132eb015706af1458b81fb8285df72ba1c88a72cb646dab2592e2ef3d'],Technical Professional Skills
KS120HK5XY6JV257QLTX,budgeting,52125.25,60000.0,1.2271613254991138,0.4058501958709096,0.5340688643483387,1,1,1,0,1,Finance,Budget Management,"['cost management', 'financial budgeting', 'production budget management']","['3d6ae96017f46c2efaeba70b77191caf52e37ec7bbe07830d15aa4fcef2aafff', '764ce591e4ab24e42956446574623dc3159d03cf390413187405c214fbd41037', '00d1f380c80aea33cec3774cddbc686ad5041607afea58ff1146fd6bff729756']",Technical Professional Skills
ESC646148CD5C8B6D9EE,credit risk management,2633.5,88800.0,0.8414954544664419,0.5254706267255697,0.42068535313029115,1,1,0,1,1,Business,Risk Management,['credit risk management'],['ae48776b5e3360a19e05247197ee57eec3ddfd8a1e0596758692706bebb29f08'],Technical Professional Skills
KS122SD6ZVPNR6784KNN,debt restructuring,144.5,60000.0,1.2981093049529795,0.4036920182753021,0.1546808700241978,0,1,1,0,0,Finance,Commercial Lending,"['debt restructuring', 'restructuring insolvency advisory']","['e123b763d5bd4de3e00fd99005a26b82d22e7280cacb5d0942ba67188ecc5e84', '932507fad48cb485bed956cce6d352ea278e6c7af938e4436c760b968169780e']",Technical Professional Skills
KS123Y66DNRSJ1QGK9NW,financial analysis,20737.75,66000.0,1.0695662572273457,0.43229878924418097,0.4632097394451642,1,1,1,0,1,Finance,Financial Analysis,"['financial analysis', 'financial planning and analysis']","['6a6ebe8510ced07b420ad4afe22f99c95c03dc3e172ed89095a2fef237580844', '34b628eeafee5280ef5b348df6b4cc2b8ef25abde17905fcf3c724530cbef176']",Technical Professional Skills
ESF0F3A894BBE323B917,financial close,1997.75,51000.0,1.2052283623322977,0.43416435169506845,0.39625448139236774,1,0,1,0,1,Finance,General Accounting,['financial closing'],['e825c3eef451052228179ffc0fd71b5de7c733f2cb0b6236c3d056e6ea98b98a'],Technical Professional Skills
KS123Y170JP7JBSFVBSS,financial management,12379.25,69000.0,1.344089298843305,0.44354842310218895,0.36988367230825125,1,1,1,0,1,Finance,Financial Management,"['financial administration', 'department financial management']","['cc2546ac849338fc8a1193e8ad8f181593b84874c72c1fbbe111036ac6d7fa3e', 'e6ef93b00531b6d76ddfba3d0f10c3d7a11e3423e78fbfb31992fb5961b1264f']",Technical Professional Skills
KS123YH6B5Z6Q799424R,financial modeling,11939.25,84000.0,0.9658438975803648,0.49382197912292697,0.4796546500229639,1,1,0,1,1,Finance,Financial Modeling,['financial modelling'],['415eb35d574a950cd9ad494825365d92c019f216103d2a5a0abc1b09c80a55db'],Technical Professional Skills
ES652A5DE17F2C357291,budget development,1617.5,60000.0,1.3491689095854484,0.48969846962522895,0.21386266888765498,1,1,1,1,0,Finance,Budget Management,['financial planning'],['e2d1d40cc7a197de695230ed3d72a6b8b816e2aa7ada8e1a2a74005dc433adb6'],Technical Professional Skills
BGSB9C7001AB1B4E4412,corporate financial reporting,19.0,48000.0,0.5269243034229545,0.5103319922780237,0.32320864266079885,0,0,0,1,1,Finance,Financial Reporting,['financial reporting'],['9787822ab6c9f6e93e782912dd2b11e6a85b0a8caf49ac13c409517e42618018'],Technical Professional Skills
KS120WM730QRLVPV26RR,financial auditing,1863.5,45000.0,1.2676096969584336,0.4184471455023402,0.43094028694620956,1,0,1,0,1,"Law, Regulation, and Compliance",Auditing,['financial reporting quality'],['e0b18101b7b60067a75eb3482efecef51c8e2e7d25f47ed0531316611d1f4951'],Technical Professional Skills
KS1203X6427JW5JX3V8L,financial statement analysis,933.0,64800.0,1.2227355238680553,0.4359125338850333,0.3806595786977056,1,1,1,0,1,Finance,Financial Analysis,['financial statements analysis'],['36e9001c5d2df732706d08e167eb2be91e10bf5231f1dbecb28dba7ab170677a'],Technical Professional Skills
KSQBEQPGLRFF7MOJVMHU,commercial transaction,97.25,108000.0,1.105932776802593,0.647523259350174,0.0769976898979305,0,1,1,1,0,Sales,Specialized Sales,['financial transactions'],['f873bc43666743525230262c3a4e62a6eaa7b6305b324403b0af4b49ee852a55'],Personal Professional Skills
ESC960F88CC2FA976257,financial consolidations,387.25,72000.0,1.3736600369941083,0.5333515335947202,0.17943734962058114,0,1,1,1,0,Finance,Financial Management,['group accounting and consolidation'],['16e3a34eb509ebb0596f1a6ac70f06a0608d40b9918fec52165d99e841c32811'],Technical Professional Skills
KS126DK67RF3CFWWW0Y9,merger integration,273.25,126000.0,0.9043859293681048,0.583290100621703,0.27606405220693575,0,1,0,1,0,Business,Business Strategy,['post-deal integration management'],['240454b8126c85d7a38536ff5b2cd454fcf012da14adf6ec6dba64c8e16f8883'],Technical Professional Skills
KS1237L6PKFC8187JKW5,due diligence,21540.75,69000.0,1.0199578611132096,0.45059785276434655,0.5609160891411493,1,1,1,0,1,Business,Contract Management,['transaction due diligence'],['47099cf2158b791508b7da5685e74d0a90129b42e8755cca294ef27618ebb514'],Technical Professional Skills
BGSDB41F2E97693F6D57,full cycle accounting,49.75,60000.0,0.9707630812982168,0.4395833839374277,0.17783672993741473,0,1,0,0,0,Finance,General Accounting,['transactional accounting'],['4cef8ac27652dc1f1d9d7b1d0391c08c66bf39025368c4aa5ebec0e18c69506e'],Technical Professional Skills
KS122F973NYGL9K8T5MV,treasury management,2656.5,73200.0,0.9104823796422808,0.47073165632332786,0.35840171098360996,1,1,0,1,1,Finance,Financial Management,['treasury management'],['0cebc2e03f9f233d69043fc3d225e27eed2b90106c614e35eaa8bed60549b85c'],Technical Professional Skills
KS1219D70RKFPH4CC8KN,business valuation,6421.75,108000.0,0.8221973211806259,0.5859117716957868,0.32804477622171496,1,1,0,1,1,Finance,Financial Analysis,"['valuation', 'valuation approaches and methodologies', 'valuation conclusion and reporting', 'valuation research and analysis']","['c2f3e1cb321d8aefe3dc6d01190ef8225b3097bd9306a4c331cef223fb39cdb6', '5050dc50830ef361baaa682f00bd7c2e73204b91fffd24c614604a4bf60a7c4d', '0ea27aeb71a8e4daac20e6129ff9c6de42000978b0186143c397974fccc62054', 'b3013cf44a872c9017a1eef52a00a7e3dbec50f6a40af252fe730f2f86dc21d6']",Technical Professional Skills
KS123TF6GHYX0KXK5LYZ,fair value,266.5,90000.0,0.9363660469252272,0.534359454199997,0.37094275471103155,0,1,0,1,1,Finance,Financial Accounting,['valuation of different classes of interest'],['06a550b6a974930415548d9b65ecda7d0578bca2e0d3b938b5128aa66722c748'],Technical Professional Skills
KS1258B6FBG9B2CQ169N,internal auditing,23527.25,57000.0,1.086272907596506,0.4391968393394277,0.47642256359635593,1,0,1,0,1,"Law, Regulation, and Compliance",Auditing,"['due professional care', 'internal audit quality assurance']","['44a92baadcdc3557915d89b46f8cc0041a39ae6ce90051cd631448f599b7cf6c', '0babec984c587d1765988f9cac86a8b193bfcffda93db1fe7ab7308538408e80']",Technical Professional Skills
KS120RP65ZSTC15KRWPG,audit planning,2811.75,54000.0,1.0862845654331106,0.475802990183915,0.36810139771457556,1,0,1,1,1,"Law, Regulation, and Compliance",Auditing,['internal audit engagement planning'],['17510d2dc40adbd28195a57e5f3d4c55978f7f1925ce651360ee360dd2e292ec'],Technical Professional Skills
KS120RN76SX7SN46Z6LW,audit management,796.25,90000.0,1.0306898024018731,0.5301291377340311,0.29250896278473554,1,1,1,1,0,"Law, Regulation, and Compliance",Auditing,"['internal audit function management', 'audit and review management', 'audit management']","['ea26bc27e84567097e3a9ce234630a1a0caef524b52bc029a8d99494fa96c769', '9f3e21406d8f9875542978b71fc171066f62c78f02107ae8e0d1f364ffa0fe8d', 'acc46e76e8fa738af196ea7978be248010775f94c27b12f5c53e54611a8eb929']",Technical Professional Skills
ESC5D43299E32C5B42AD,enterprise risk management (erm),2669.5,81000.0,0.9723395296878844,0.4838863865518182,0.3697842762251424,1,1,0,1,1,Business,Risk Management,['enterprise risk management'],['be577fe2121cef621c8b565b3516b12e028aa839d939579a5503afc163d3a3a9'],Technical Professional Skills
BGS4180F925FBF0CEAE5,environmental social and corporate governance (esg),5088.75,85800.0,1.3074957473242552,0.4980116769436879,0.3424812004304879,1,1,1,1,1,"Economics, Policy, and Social Studies","Policy Analysis, Research, and Development",['environment and social governance'],['aa8afe608502729e1043b382b7a21a3a79d5f481a88da4701f9b4ea81e4b1b84'],Technical Professional Skills
ES272C086D99D386202F,fraud prevention,679.25,87600.0,1.0564079912471334,0.4782142248940205,0.31158272838820683,1,1,1,1,1,Public Safety and National Security,Safety and Security,"['fraud detection and prevention', 'fraud investigation planning and execution', 'fraud risk management']","['de424d6e702c4c68cced4a910ce05da8d414e3d3279290ea47542a41ae709904', '7b56528bb77d4f3be1fcfba0111654dd22ed077d52d44a12f657689cf311fda9', 'ef4e610ceacbd0176f692306f8db9d9e1d17a0bf6f1059d7282ced578c188323']",Technical Professional Skills
KS122F377FV66S5LZS9T,corporate governance,5244.0,69000.0,1.0619408386089393,0.49818533403567544,0.39690912456042937,1,1,1,1,1,"Law, Regulation, and Compliance",Regulation and Legal Compliance,"['governance', 'corporate governance']","['bf9422a2a04aad2180fad0913f1cdf8a9d3780fd074817d2569050d0a8095d3a', '5a36dc1d1c2a663b55b402e3e26d9b2505dd6bccf633b00ff7a7897e8b838249']",Technical Professional Skills
